school_name,state,level,ownership,student_count,teacher_count,latitude,longitude,ward_code,address
Government Junior Secondary School Central Guyuk,AD,Secondary,Public,,,9.906604,11.928312,ADSGUY07,"Government Junior Secondary School Central Guyuk, AD State, Nigeria"
Jalingo Maiha Junior Secondary School,AD,Secondary,Public,,,10.061838,13.187754,ADSMAH06,"Jalingo Maiha Junior Secondary School, AD State, Nigeria"
Government Day Secondary School Watu,AD,Secondary,Public,,,10.60059,13.363975,ADSMCH05,"Government Day Secondary School Watu, AD State, Nigeria"
Mbinla Government Girls Jounior Secondary School,AD,Secondary,Public,,,9.05518,12.055398,ADSMWA08,"Mbinla Government Girls Jounior Secondary School, AD State, Nigeria"
Government Day Secondary School Junior Section Pakka,AD,Secondary,Public,,,10.10574,13.216235,ADSMAH07,"Government Day Secondary School Junior Section Pakka, AD State, Nigeria"
Government Day Secondary School Junior Section Kwaja,AD,Secondary,Public,,,10.107529,13.313826,ADSGYL05,"Government Day Secondary School Junior Section Kwaja, AD State, Nigeria"
Government Junior Secondary School Lukpanga,AD,Secondary,Public,,,9.294623,12.010287,ADSDSA10,"Government Junior Secondary School Lukpanga, AD State, Nigeria"
Government Day Secondary School Zah,AD,Secondary,Public,,,10.4099393,12.743471,ADSHNG03,"Government Day Secondary School Zah, AD State, Nigeria"
Standard Secondary School,AD,Secondary,Private,,,9.294596,12.233734,ADSYLA09,"Standard Secondary School, AD State, Nigeria"
Government Junior Secondary School Daware,AD,Secondary,Public,,,9.413557,12.5899,ADSGRE05,"Government Junior Secondary School Daware, AD State, Nigeria"
Madko Junior Secondary School,AD,Secondary,Public,,,10.0957,13.248082,ADSMAH07,"Madko Junior Secondary School, AD State, Nigeria"
Government Junior Secondary School Nasarawo Demsa,AD,Secondary,Public,,,9.453286,12.045745,ADSDSA10,"Government Junior Secondary School Nasarawo Demsa, AD State, Nigeria"
Capital Junior Secondary School,AD,Secondary,Public,,,9.277648,12.431046,ADSYLN09,"Capital Junior Secondary School, AD State, Nigeria"
Government Day Junior Secondary School Wuro Yombe,AD,Secondary,Public,,,8.895832,12.080906,ADSMWA07,"Government Day Junior Secondary School Wuro Yombe, AD State, Nigeria"
Ladi Atiku Girls Junior Secondary School,AD,Secondary,Private,,,9.268193,12.458981,ADSYLN01,"Ladi Atiku Girls Junior Secondary School, AD State, Nigeria"
Government Junior Secondary School,AD,Secondary,Public,,,10.42607,13.303428,ADSMUB06,"Government Junior Secondary School, AD State, Nigeria"
Government Day Secondary School Yang,AD,Secondary,Public,,,10.092568,12.214839,ADSGMB10,"Government Day Secondary School Yang, AD State, Nigeria"
Government Secondary School Junior Section,AD,Secondary,Public,,,9.459552,12.032221,ADSNUM06,"Government Secondary School Junior Section, AD State, Nigeria"
Labiri Settlement,AD,Secondary,Public,,,9.9950895,11.9600013,ADSGUY03,"Labiri Settlement, AD State, Nigeria"
Gashala Junior Secondary School,AD,Secondary,Public,,,10.358074,13.105223,ADSHNG08,"Gashala Junior Secondary School, AD State, Nigeria"
Government Junior Secondary School Duvu,AD,Secondary,Public,,,10.137053,13.357443,ADSGYL02,"Government Junior Secondary School Duvu, AD State, Nigeria"
Government Junior Secondary School Borrong,AD,Secondary,Public,,,9.542908,12.190447,ADSDSA02,"Government Junior Secondary School Borrong, AD State, Nigeria"
Government Junior Secondary Salasa,AD,Secondary,Public,,,9.6341,12.445353,ADSSNG09,"Government Junior Secondary Salasa, AD State, Nigeria"
Government Day Junior Secondary School Kesure,AD,Secondary,Public,,,10.015269,12.558934,ADSSNG06,"Government Day Junior Secondary School Kesure, AD State, Nigeria"
Government Junior Secondary School Day Mayo Belwa,AD,Secondary,Public,,,9.061097,12.060143,ADSMWA08,"Government Junior Secondary School Day Mayo Belwa, AD State, Nigeria"
El Kanemi College of Islamic Theology,AD,Secondary,Private,,,9.209266,12.465215,ADSYLA03,"El Kanemi College of Islamic Theology, AD State, Nigeria"
Government Day Secondary School Garkida,AD,Secondary,Public,,,10.4227309,12.5705088,ADSGMB05,"Government Day Secondary School Garkida, AD State, Nigeria"
Government Day Secondary School Junior Section,AD,Secondary,Public,,,10.23813,12.947676,ADSHNG10,"Government Day Secondary School Junior Section, AD State, Nigeria"
Government Junior Secondary School Kinga,AD,Secondary,Public,,,10.091404,13.301593,ADSGYL05,"Government Junior Secondary School Kinga, AD State, Nigeria"
Government Junior Secondary School Gwagarap,AD,Secondary,Public,,,9.792193,12.054928,ADSSHG10,"Government Junior Secondary School Gwagarap, AD State, Nigeria"
Government Junior Secondary School Viniklang,AD,Secondary,Public,,,9.311703,12.486684,ADSGRE08,"Government Junior Secondary School Viniklang, AD State, Nigeria"
Government Junior Secondary School Dirankore Duhu,AD,Secondary,Public,,,10.78236,13.426808,ADSMDG02,"Government Junior Secondary School Dirankore Duhu, AD State, Nigeria"
Government Day Secondary School Burthi,AD,Secondary,Public,,,9.662991,11.837028,ADSGUY06,"Government Day Secondary School Burthi, AD State, Nigeria"
Government Junior Secondary School Atiku Song Gari,AD,Secondary,Public,,,9.824967,12.62071,ADSSNG07,"Government Junior Secondary School Atiku Song Gari, AD State, Nigeria"
Government Junior Secondary School Layaso,AD,Secondary,Public,,,8.647982,12.023307,ADSJAD09,"Government Junior Secondary School Layaso, AD State, Nigeria"
Government Day Secondary School Guyuk,AD,Secondary,Public,,,9.91211,11.947091,ADSGUY07,"Government Day Secondary School Guyuk, AD State, Nigeria"
GSTC Secondary School,AD,Secondary,Public,,,10.273784,13.288669,ADSMUB05,"GSTC Secondary School, AD State, Nigeria"
Government Day Junior Secondary School Mukuvinyi,AD,Secondary,Public,,,10.40665,13.169449,ADSHNG05,"Government Day Junior Secondary School Mukuvinyi, AD State, Nigeria"
Botibo B Secondary School,AD,Secondary,Public,,,9.7223462,12.2466795,ADSSNG10,"Botibo B Secondary School, AD State, Nigeria"
Gongoshi Junior Secondary School,AD,Secondary,Public,,,9.324906,12.114595,ADSYLA11,"Gongoshi Junior Secondary School, AD State, Nigeria"
Kay Academy Junior Secondary School,AD,Secondary,Private,,,9.248671,12.442766,ADSYLN06,"Kay Academy Junior Secondary School, AD State, Nigeria"
Government Day Secondary School Dangir,AD,Secondary,Public,,,9.7472735,11.9194836,ADSGUY04,"Government Day Secondary School Dangir, AD State, Nigeria"
Government Junior Secondary School Mulula,AD,Secondary,Public,,,10.146054,13.074272,ADSHNG07,"Government Junior Secondary School Mulula, AD State, Nigeria"
Ascoa Staff School Secondary,AD,Secondary,Private,,,8.437043,12.069995,ADSGAN04,"Ascoa Staff School Secondary, AD State, Nigeria"
Kulangu Junior Secondary School,AD,Secondary,Public,,,9.351295,12.282841,ADSYLA09,"Kulangu Junior Secondary School, AD State, Nigeria"
Government Secondary School Maiha,AD,Secondary,Public,,,10.05991,13.176418,ADSMAH06,"Government Secondary School Maiha, AD State, Nigeria"
Government Secondary School Dapanti,AD,Secondary,Public,,,9.0761103,11.8012454,ADSMWA01,"Government Secondary School Dapanti, AD State, Nigeria"
Zangra Government Day Secondary School,AD,Secondary,Public,,,10.018908,12.445348,ADSGMB01,"Zangra Government Day Secondary School, AD State, Nigeria"
1st Baptist Junior Secondary School,AD,Secondary,Faith Based,,,10.267308,13.270838,ADSMUB09,"1st Baptist Junior Secondary School, AD State, Nigeria"
Army Barracks Government Junior Secondary School,AD,Secondary,Public,,,9.233984,12.420181,ADSYLN06,"Army Barracks Government Junior Secondary School, AD State, Nigeria"
Government Day Secondary School Kodomti,AD,Secondary,Public,,,9.457015,11.923047,ADSNUM05,"Government Day Secondary School Kodomti, AD State, Nigeria"
Government Junior Secondary School Majekin,AD,Secondary,Public,,,10.033184,13.133072,ADSMAH05,"Government Junior Secondary School Majekin, AD State, Nigeria"
Government Junior Secondary School For Special Education,AD,Secondary,Private,,,10.266616,13.250617,ADSGYL06,"Government Junior Secondary School For Special Education, AD State, Nigeria"
Maduguva Scondary School,AD,Secondary,Public,,,10.216181,13.459109,ADSMUB01,"Maduguva Scondary School, AD State, Nigeria"
Christ Foundation Comprehensive Secondary School Hong,AD,Secondary,Private,,,10.229862,12.920997,ADSHNG11,"Christ Foundation Comprehensive Secondary School Hong, AD State, Nigeria"
Government Junior Secondary School Kpankwai,AD,Secondary,Public,,,9.250933,11.692711,ADSDSA08,"Government Junior Secondary School Kpankwai, AD State, Nigeria"
Government Junior Secondary School Dumne,AD,Secondary,Public,,,9.783695,12.395776,ADSSNG02,"Government Junior Secondary School Dumne, AD State, Nigeria"
Government Junior Secondary School Jaggira,AD,Secondary,Public,,,9.885686,11.896709,ADSGUY07,"Government Junior Secondary School Jaggira, AD State, Nigeria"
Government Day Secondary School Hyema,AD,Secondary,Public,,,10.106889,13.063281,ADSHNG07,"Government Day Secondary School Hyema, AD State, Nigeria"
Junior Day Secondary School Madagali Central,AD,Secondary,Public,,,10.888476,13.631195,ADSMDG06,"Junior Day Secondary School Madagali Central, AD State, Nigeria"
Government Junior Secondary School Sugu,AD,Secondary,Public,,,8.38128,12.064998,ADSGAN08,"Government Junior Secondary School Sugu, AD State, Nigeria"
Government Junior Secondary School Dasin Housa,AD,Secondary,Public,,,9.267574,12.651308,ADSFUR08,"Government Junior Secondary School Dasin Housa, AD State, Nigeria"
Government Day Secondary School Doubeli,AD,Secondary,Public,,,9.2841646,12.4487866,ADSYLN03,"Government Day Secondary School Doubeli, AD State, Nigeria"
Government Junior Secondary School,AD,Secondary,Public,,,10.185136,12.910191,ADSHNG11,"Government Junior Secondary School, AD State, Nigeria"
Divine Academy Yola,AD,Secondary,Faith Based,,,9.2835404,12.4372414,ADSYLN09,"Divine Academy Yola, AD State, Nigeria"
Government Junior Secondary School Garkida North,AD,Secondary,Public,,,10.41591,12.566304,ADSGMB05,"Government Junior Secondary School Garkida North, AD State, Nigeria"
Government Day Secondary School Garaha Larh,AD,Secondary,Public,,,10.4050586,12.8515809,ADSHNG03,"Government Day Secondary School Garaha Larh, AD State, Nigeria"
Government Junior Secondary School Kwambula,AD,Secondary,Public,,,10.765958,13.395566,ADSMDG02,"Government Junior Secondary School Kwambula, AD State, Nigeria"
Zamaki Academy,AD,Secondary,Private,,,9.32063,12.479325,ADSGRE02,"Zamaki Academy, AD State, Nigeria"
Al Omega Academy,AD,Secondary,Private,,,8.783875,12.672365,ADSJAD05,"Al Omega Academy, AD State, Nigeria"
Government Junior Secondary School Bwade,AD,Secondary,Public,,,10.066509,13.273592,ADSMAH06,"Government Junior Secondary School Bwade, AD State, Nigeria"
Government Day Junior Secondary School Mabang,AD,Secondary,Public,,,9.058923,11.733493,ADSMWA05,"Government Day Junior Secondary School Mabang, AD State, Nigeria"
ECWA Secondary School Demsa,AD,Secondary,Private,,,9.426189,12.123214,ADSDSA03,"ECWA Secondary School Demsa, AD State, Nigeria"
Bula Junior Day,YO,Secondary,Public,,,11.7359841,11.2624401,70510,"Bula Junior Day, YO State, Nigeria"
Government Boarding Junior Secondary School Damagum,YO,Secondary,Public,,,11.6824901,11.3147861,70510,"Government Boarding Junior Secondary School Damagum, YO State, Nigeria"
Government Day Junior Secondary School Lankauri,YO,Secondary,Public,,,12.8989195,11.9348481,70603,"Government Day Junior Secondary School Lankauri, YO State, Nigeria"
Ube Junior Secondary School,YO,Secondary,Public,,,11.5438244,10.984878,70401,"Ube Junior Secondary School, YO State, Nigeria"
Iqra Academy,YO,Secondary,Private,,,11.7179433,11.0582039,71405,"Iqra Academy, YO State, Nigeria"
Atiku A College,YO,Secondary,Unknown,,,12.8710542,10.4656983,71302,"Atiku A College, YO State, Nigeria"
Government Day Junior Secondary School Girgiri Nguru,YO,Secondary,Public,,,12.8726055,10.4592327,71302,"Government Day Junior Secondary School Girgiri Nguru, YO State, Nigeria"
Bukarti Government Junior Secondary School,YO,Secondary,Public,,,12.8924829,10.9121114,71001,"Bukarti Government Junior Secondary School, YO State, Nigeria"
Government Day Junior Secondary School Bukarti,YO,Secondary,Public,,,13.0873829,11.7776495,71609,"Government Day Junior Secondary School Bukarti, YO State, Nigeria"
Government Day Junior Secondary School Gasma,YO,Secondary,Public,,,12.8774732,10.9753311,71005,"Government Day Junior Secondary School Gasma, YO State, Nigeria"
Government Day Junior Secondary Central,YO,Secondary,Public,,,12.8767299,10.4577353,71304,"Government Day Junior Secondary Central, YO State, Nigeria"
Kara Junior Secondary School,YO,Secondary,Public,,,11.7074025,11.0719281,71406,"Kara Junior Secondary School, YO State, Nigeria"
Gulani Government Secondary School,YO,Secondary,Public,,,10.7158871,11.6881887,70802,"Gulani Government Secondary School, YO State, Nigeria"
Government College Nguru,YO,Secondary,Public,,,12.868063,10.427513,71310,"Government College Nguru, YO State, Nigeria"
Government Day Juinor Secondary School Badejo,YO,Secondary,Public,,,11.6622086,11.0961416,71404,"Government Day Juinor Secondary School Badejo, YO State, Nigeria"
Zadawa Secondary School,YO,Secondary,Public,,,11.3315255,11.1287941,70404,"Zadawa Secondary School, YO State, Nigeria"
Bizi Junior Day Secondary School,YO,Secondary,Public,,,12.8567339,10.798656,70101,"Bizi Junior Day Secondary School, YO State, Nigeria"
Mayori Government Day Junior Secondary School,YO,Secondary,Public,,,13.2587924,10.5042776,71710,"Mayori Government Day Junior Secondary School, YO State, Nigeria"
Ube Junior School Dachia,YO,Secondary,Public,,,12.5963369,10.6258602,70904,"Ube Junior School Dachia, YO State, Nigeria"
Gulani Government Day Junior Secondary School,YO,Secondary,Public,,,10.7289891,11.689079,70802,"Gulani Government Day Junior Secondary School, YO State, Nigeria"
Government Day Secondary School Arilime,YO,Secondary,Public,,,11.7222051,11.0813517,71401,"Government Day Secondary School Arilime, YO State, Nigeria"
Government Day Junior Secondary School Ngelzarma,YO,Secondary,Public,,,11.688804,11.6089386,70509,"Government Day Junior Secondary School Ngelzarma, YO State, Nigeria"
Junior Day Secondary School Degeltura,YO,Secondary,Public,,,12.9739469,12.2328955,71603,"Junior Day Secondary School Degeltura, YO State, Nigeria"
Government Day Junior Secondary School Jajere,YO,Secondary,Public,,,11.9793248,11.4409679,70512,"Government Day Junior Secondary School Jajere, YO State, Nigeria"
Government Girls and Boys Junior Secondary School Kafela Geidam,YO,Secondary,Public,,,12.8878379,11.9255169,70611,"Government Girls and Boys Junior Secondary School Kafela Geidam, YO State, Nigeria"
Imam Malik College Of Arabic and Islamic Studies,YO,Secondary,Private,,,11.7105932,11.0874337,71401,"Imam Malik College Of Arabic and Islamic Studies, YO State, Nigeria"
Government Day Junior Secondary School Zadawa,YO,Secondary,Public,,,11.3325101,11.1265969,70404,"Government Day Junior Secondary School Zadawa, YO State, Nigeria"
Junior Boarding Secondary School Jajere,YO,Secondary,Public,,,11.9700283,11.4387524,70512,"Junior Boarding Secondary School Jajere, YO State, Nigeria"
Degubi Government Secondary School,YO,Secondary,Public,,,11.6458045,10.9837351,71209,"Degubi Government Secondary School, YO State, Nigeria"
Government Junior Secondary School Majakura,YO,Secondary,Public,,,12.8725701,10.3046447,71305,"Government Junior Secondary School Majakura, YO State, Nigeria"
Government Day Junior Secondary School Kafela,YO,Secondary,Public,,,12.8873406,11.9248556,70611,"Government Day Junior Secondary School Kafela, YO State, Nigeria"
Government Day Junior Secondary School Dogon Kukab,YO,Secondary,Public,,,11.9124466,11.0587156,70513,"Government Day Junior Secondary School Dogon Kukab, YO State, Nigeria"
Government Day Junior Secondary School Kareye,YO,Secondary,Public,,,12.0113128,11.1257976,70513,"Government Day Junior Secondary School Kareye, YO State, Nigeria"
St Peters College Potiskum,YO,Secondary,Private,,,11.7107328,11.0850067,71401,"St Peters College Potiskum, YO State, Nigeria"
Government Day Junior Secondary School Garbawa,YO,Secondary,Public,,,11.6808632,11.1057183,71404,"Government Day Junior Secondary School Garbawa, YO State, Nigeria"
Girgir Junior Secondary School,YO,Secondary,Public,,,12.5590091,10.9281329,70903,"Girgir Junior Secondary School, YO State, Nigeria"
Mamudo Government Secondary School,YO,Secondary,Public,,,11.6873672,11.1936837,71403,"Mamudo Government Secondary School, YO State, Nigeria"
Mamudo Nigerian Turkish International College,YO,Secondary,Private,,,11.6727985,11.2431569,71403,"Mamudo Nigerian Turkish International College, YO State, Nigeria"
Government Girls and Boys Junior Secondary School Gadaka,YO,Secondary,Public,,,11.3011999,11.2264926,70403,"Government Girls and Boys Junior Secondary School Gadaka, YO State, Nigeria"
Junior Day Secondary School Garanda,YO,Secondary,Private,,,13.0125184,10.2302413,71110,"Junior Day Secondary School Garanda, YO State, Nigeria"
Hausari Government Day Junior Secondary School,YO,Secondary,Public,,,12.8752908,10.4460944,71303,"Hausari Government Day Junior Secondary School, YO State, Nigeria"
Bularafa Junior Secondary School,YO,Secondary,Public,,,11.0695493,11.8049854,70803,"Bularafa Junior Secondary School, YO State, Nigeria"
Government Day Junior Secondary School Umar Sulaiman,YO,Secondary,Public,,,12.8707104,11.0474873,70108,"Government Day Junior Secondary School Umar Sulaiman, YO State, Nigeria"
Government Boarding Junior Secondary School,YO,Secondary,Public,,,11.5631962,11.4092588,70501,"Government Boarding Junior Secondary School, YO State, Nigeria"
Government Day Junior Secondary School,YO,Secondary,Public,,,11.9764924,10.9466529,71207,"Government Day Junior Secondary School, YO State, Nigeria"
Government Day Junior Secondary School Dogon Kuka A,YO,Secondary,Public,,,11.6680384,11.4140654,70505,"Government Day Junior Secondary School Dogon Kuka A, YO State, Nigeria"
Tosia Government Day Junior Secondary School,YO,Secondary,Public,,,13.2271743,11.8329674,71602,"Tosia Government Day Junior Secondary School, YO State, Nigeria"
Government Day Junior Secondary School,YO,Secondary,Public,,,11.2655729,12.0091456,70702,"Government Day Junior Secondary School, YO State, Nigeria"
Government Secondary School Kanamma,YO,Secondary,Public,,,13.1064159,12.1040744,71606,"Government Secondary School Kanamma, YO State, Nigeria"
Dilala Government Day Junior Secondary School,YO,Secondary,Public,,,13.1151974,11.6018093,71605,"Dilala Government Day Junior Secondary School, YO State, Nigeria"
Government Day Junior Secondary School Karage,YO,Secondary,Public,,,12.8137616,10.8529519,70909,"Government Day Junior Secondary School Karage, YO State, Nigeria"
Govertment Day Secondary Junior Secondary School Nguru,YO,Secondary,Public,,,12.8739427,10.4587058,71302,"Govertment Day Secondary Junior Secondary School Nguru, YO State, Nigeria"
Government Girls and Boys Junior Secondary School,YO,Secondary,Public,,,11.6817946,11.0866331,71409,"Government Girls and Boys Junior Secondary School, YO State, Nigeria"
Junior Secondary School Bukarganari,YO,Secondary,Public,,,12.9872078,11.9703394,71601,"Junior Secondary School Bukarganari, YO State, Nigeria"
Kumaganam Government Day Junior Secondary School,YO,Secondary,Public,,,13.1535798,10.638571,71708,"Kumaganam Government Day Junior Secondary School, YO State, Nigeria"
Government Day Junior Secondary School Bumsa,YO,Secondary,Public,,,11.0344018,11.7365848,70804,"Government Day Junior Secondary School Bumsa, YO State, Nigeria"
Nawair Udeen Model School,YO,Secondary,Private,,,11.7071427,11.0937475,71407,"Nawair Udeen Model School, YO State, Nigeria"
Shallom Children Academic,YO,Secondary,Private,,,12.8734872,10.4327051,71310,"Shallom Children Academic, YO State, Nigeria"
Government Junior Day Secondary School Machina,YO,Secondary,Public,,,13.1376484,10.0490693,71101,"Government Junior Day Secondary School Machina, YO State, Nigeria"
Government Day Junior Secondary School,YO,Secondary,Public,,,11.5622274,11.1606792,70405,"Government Day Junior Secondary School, YO State, Nigeria"
Aliyu Bin Abi Dalib Islamic Center,YO,Secondary,Private,,,11.7062014,11.0992846,71407,"Aliyu Bin Abi Dalib Islamic Center, YO State, Nigeria"
Balanguwa Junior Secondary School,YO,Secondary,Public,,,13.028052,10.4159243,71307,"Balanguwa Junior Secondary School, YO State, Nigeria"
Government Day Junior Secondary School Karasuwa Garu Guna,YO,Secondary,Public,,,13.0460769,10.8450669,71008,"Government Day Junior Secondary School Karasuwa Garu Guna, YO State, Nigeria"
Government Day Junior Secondary School,YO,Secondary,Public,,,12.0985698,11.7954547,71503,"Government Day Junior Secondary School, YO State, Nigeria"
Government Senior Secondary School,YO,Secondary,Public,,,11.5565819,11.4069521,70501,"Government Senior Secondary School, YO State, Nigeria"
Government Day Junior Secondary School,YO,Secondary,Public,,,12.585357,10.7377905,70902,"Government Day Junior Secondary School, YO State, Nigeria"
Dumsai Ube,YO,Secondary,Public,,,12.8645754,10.5557785,71309,"Dumsai Ube, YO State, Nigeria"
Boarding Senior Secondary School,YO,Secondary,Public,,,13.1336324,10.0544568,71101,"Boarding Senior Secondary School, YO State, Nigeria"
Federal Government College,YO,Secondary,Public,,,11.2533367,12.0102775,70702,"Federal Government College, YO State, Nigeria"
Mamudo Government Day Junior Secondary School,YO,Secondary,Public,,,11.6891536,11.1809514,71403,"Mamudo Government Day Junior Secondary School, YO State, Nigeria"
Government Boys Junior Secondary School Gaishua,YO,Secondary,Public,,,12.8757602,11.010148,70106,"Government Boys Junior Secondary School Gaishua, YO State, Nigeria"
Abubakar Aliyu,YO,Secondary,Public,,,12.8261164,10.5263789,71009,"Abubakar Aliyu, YO State, Nigeria"
Government Day Junior Secondary School,YO,Secondary,Public,,,12.8777573,11.0371161,70107,"Government Day Junior Secondary School, YO State, Nigeria"
Government Girls Science and Technology College,YO,Secondary,Public,,,12.5105595,11.498483,70205,"Government Girls Science and Technology College, YO State, Nigeria"
Government Higher Islamic College,YO,Secondary,Public,,,12.8738464,10.4302773,71310,"Government Higher Islamic College, YO State, Nigeria"
Government Girls and Boys Junior Secondary School Ngelzarma,YO,Secondary,Public,,,11.6889757,11.5969867,70509,"Government Girls and Boys Junior Secondary School Ngelzarma, YO State, Nigeria"
JummaA Junior Day Secondary School,YO,Secondary,Public,,,11.7698014,11.1742843,71202,"JummaA Junior Day Secondary School, YO State, Nigeria"
Junior Day Secondary School Futchiram,YO,Secondary,Public,,,12.7780484,12.408448,70601,"Junior Day Secondary School Futchiram, YO State, Nigeria"
Kallawa Government Day Secondary School,YO,Secondary,Public,,,11.9411439,11.8552542,70305,"Kallawa Government Day Secondary School, YO State, Nigeria"
Government High Islamic College,YO,Secondary,Public,,,13.05496,11.17283,71701,"Government High Islamic College, YO State, Nigeria"
Government Day Junior Secondary School,YO,Secondary,Public,,,12.8108654,10.6173957,70110,"Government Day Junior Secondary School, YO State, Nigeria"
Government Secondary School Babangida,YO,Secondary,Public,,,12.139913,11.7788142,71501,"Government Secondary School Babangida, YO State, Nigeria"
Old Nangere Government Secondary School,YO,Secondary,Public,,,11.8712055,11.0542119,71206,"Old Nangere Government Secondary School, YO State, Nigeria"
Government Day Junior Secondary School,YO,Secondary,Public,,,11.0486112,11.913717,70805,"Government Day Junior Secondary School, YO State, Nigeria"
Yunusari Government Day Junior Secondary School,YO,Secondary,Public,,,13.1479633,11.5400273,71608,"Yunusari Government Day Junior Secondary School, YO State, Nigeria"
Gadaka Secondary School,YO,Secondary,Public,,,11.29991,11.22692,70403,"Gadaka Secondary School, YO State, Nigeria"
Government Girls Junior Boarding Secondary School Dagona,YO,Secondary,Public,,,12.8586785,10.7653717,70101,"Government Girls Junior Boarding Secondary School Dagona, YO State, Nigeria"
Government Day Junior Secondary School Dakasku,YO,Secondary,Public,,,11.6105011,11.2174207,71404,"Government Day Junior Secondary School Dakasku, YO State, Nigeria"
Ube Junior Secondary School,YO,Secondary,Public,,,12.701076,11.1018219,70102,"Ube Junior Secondary School, YO State, Nigeria"
Junior Secondary School Azam Kura,YO,Secondary,Public,,,12.8407385,10.9058674,70104,"Junior Secondary School Azam Kura, YO State, Nigeria"
Machina Government Secondary School,YO,Secondary,Public,,,13.1282741,10.048348,71101,"Machina Government Secondary School, YO State, Nigeria"
Government Day Junior Secondary School,YO,Secondary,Public,,,13.1007296,12.1044713,71606,"Government Day Junior Secondary School, YO State, Nigeria"
Government Day Junior Secondary School,YO,Secondary,Public,,,11.1984909,12.0286882,70701,"Government Day Junior Secondary School, YO State, Nigeria"
Government Day Junior Secondary School,YO,Secondary,Public,,,11.3544522,11.4651464,70409,"Government Day Junior Secondary School, YO State, Nigeria"
Army Barrack Government Day Junior Secondary School,YO,Secondary,Public,,,11.7105577,11.1044266,71409,"Army Barrack Government Day Junior Secondary School, YO State, Nigeria"
Kwata Government Day Junior Secondary School,YO,Secondary,Public,,,11.7029168,11.0793943,71407,"Kwata Government Day Junior Secondary School, YO State, Nigeria"
Fika Boys Junior Secondary School,YO,Secondary,Public,,,11.706906,11.0502957,71405,"Fika Boys Junior Secondary School, YO State, Nigeria"
Government Day Junior Secondary School Falmaram,YO,Secondary,Public,,,13.0692033,9.9339352,71107,"Government Day Junior Secondary School Falmaram, YO State, Nigeria"
Government Day Junior Secondary School Katarko,YO,Secondary,Public,,,11.5659535,11.916755,70708,"Government Day Junior Secondary School Katarko, YO State, Nigeria"
Young Shall Grow Comprehensive College,YO,Secondary,Private,,,11.2758833,12.0044142,70702,"Young Shall Grow Comprehensive College, YO State, Nigeria"
Government Junior Day Secondary School,YO,Secondary,Public,,,12.8869755,11.221464,70204,"Government Junior Day Secondary School, YO State, Nigeria"
Community Higher Islamic Collage,YO,Secondary,Public,,,11.2790915,11.2305733,70403,"Community Higher Islamic Collage, YO State, Nigeria"
Government Day Junior Secondary School,YO,Secondary,Public,,,12.3674698,10.7745549,70910,"Government Day Junior Secondary School, YO State, Nigeria"
Government Junior Secondary School,YO,Secondary,Public,,,12.2629441,11.7344337,71507,"Government Junior Secondary School, YO State, Nigeria"
Government Girls Day Junior Secondary School,YO,Secondary,Public,,,12.8781771,11.0478361,70108,"Government Girls Day Junior Secondary School, YO State, Nigeria"
Government Day Junior Secondary School Godowali,YO,Secondary,Public,,,11.3144267,10.9857166,70404,"Government Day Junior Secondary School Godowali, YO State, Nigeria"
Government Day Junior Secondary School,YO,Secondary,Public,,,11.1503559,11.8774062,70803,"Government Day Junior Secondary School, YO State, Nigeria"
Nangere Junior School School,YO,Secondary,Public,,,11.847564,11.0707533,71205,"Nangere Junior School School, YO State, Nigeria"
Potiskum Government Day Junior Secondary School,YO,Secondary,Public,,,11.7101003,11.0840761,71401,"Potiskum Government Day Junior Secondary School, YO State, Nigeria"
Tikau Junior Secondary School,YO,Secondary,Public,,,11.7714161,11.0863155,71202,"Tikau Junior Secondary School, YO State, Nigeria"
Government Girls Arabic Secondary School,YO,Secondary,Public,,,12.8587609,10.7645482,70101,"Government Girls Arabic Secondary School, YO State, Nigeria"
Government Day Junior Secondary School,YO,Secondary,Public,,,11.7243009,10.9921256,71208,"Government Day Junior Secondary School, YO State, Nigeria"
Potiskum Government Girls Science and Technology College,YO,Secondary,Public,,,11.6811025,11.0867318,71409,"Potiskum Government Girls Science and Technology College, YO State, Nigeria"
Government Boarding Junior Secondary School Mallam Bello,YO,Secondary,Public,,,11.4782718,12.3097444,70704,"Government Boarding Junior Secondary School Mallam Bello, YO State, Nigeria"
Dubbol Junior Secondary School,YO,Secondary,Public,,,11.46249,11.4663953,70503,"Dubbol Junior Secondary School, YO State, Nigeria"
Junior Day Secondary School Babbagida,YO,Secondary,Public,,,12.156761,11.7727079,71501,"Junior Day Secondary School Babbagida, YO State, Nigeria"
Government Day Junior Secondary School Garin Alikali,YO,Secondary,Public,,,12.8244566,11.0556373,70206,"Government Day Junior Secondary School Garin Alikali, YO State, Nigeria"
Government Day Junior Secondary School Dawayo,YO,Secondary,Public,,,12.8768262,10.862566,70104,"Government Day Junior Secondary School Dawayo, YO State, Nigeria"
Government Day Junior Secondary School Dunchuwa,YO,Secondary,Public,,,11.8029914,11.2107857,71202,"Government Day Junior Secondary School Dunchuwa, YO State, Nigeria"
Jajamaji Government Secondary School,YO,Secondary,Public,,,12.8989625,10.8297983,71006,"Jajamaji Government Secondary School, YO State, Nigeria"
Government Day Junior Secondary School Ramat,YO,Secondary,Public,,,12.871348,11.0278612,70106,"Government Day Junior Secondary School Ramat, YO State, Nigeria"
